iter	Passed	Remaining
0	3	6986
1	6	6625
2	9	6347
3	12	6324
4	15	6351
5	19	6362
6	22	6416
7	25	6425
8	29	6496
9	33	6596
10	36	6650
11	40	6721
12	44	6761
13	47	6800
14	51	6846
15	55	6848
16	59	6887
17	62	6904
18	66	6932
19	70	6958
20	74	6974
21	77	6971
22	82	7064
23	85	7052
24	89	7060
25	93	7075
26	97	7104
27	101	7127
28	104	7130
29	108	7131
30	112	7123
31	116	7136
32	119	7135
33	123	7138
34	127	7160
35	131	7171
36	135	7177
37	139	7177
38	142	7180
39	146	7188
40	150	7185
41	154	7192
42	158	7222
43	164	7291
44	169	7353
45	173	7390
46	178	7423
47	183	7443
48	187	7461
49	191	7475
50	196	7505
51	200	7528
52	205	7548
53	210	7568
54	214	7590
55	219	7628
56	224	7644
57	228	7647
58	232	7655
59	237	7663
60	241	7669
61	245	7680
62	249	7682
63	254	7698
64	258	7698
65	263	7707
66	267	7703
67	271	7707
68	275	7710
69	279	7708
70	283	7703
71	287	7696
72	291	7692
73	295	7686
74	299	7683
75	303	7684
76	308	7692
77	312	7693
78	316	7694
79	320	7693
80	324	7695
81	329	7698
82	333	7695
83	337	7695
84	341	7689
85	345	7691
86	350	7696
87	354	7694
88	358	7689
89	362	7682
90	366	7679
91	370	7677
92	374	7674
93	378	7666
94	382	7667
95	386	7658
96	389	7647
97	393	7646
98	398	7643
99	401	7637
100	403	7588
101	407	7586
102	411	7584
103	415	7580
104	420	7581
105	424	7577
106	428	7576
107	432	7576
108	436	7577
109	440	7575
110	445	7574
111	449	7571
112	453	7567
113	457	7570
114	461	7572
115	466	7570
116	469	7561
117	473	7557
118	478	7559
119	482	7558
120	486	7560
121	491	7562
122	495	7558
123	499	7556
124	503	7557
125	506	7535
126	510	7530
127	514	7528
128	519	7528
129	523	7524
130	527	7521
131	531	7521
132	535	7518
133	539	7518
134	544	7517
135	548	7518
136	552	7514
137	556	7512
138	561	7518
139	566	7527
140	571	7529
141	575	7533
142	580	7534
143	584	7539
144	589	7543
145	593	7542
146	598	7539
147	602	7537
148	606	7540
149	611	7538
150	615	7539
151	619	7533
152	623	7532
153	628	7532
154	632	7531
155	636	7528
156	641	7528
157	645	7527
158	649	7525
159	654	7525
160	658	7520
161	662	7521
162	667	7517
163	671	7513
164	675	7509
165	679	7504
166	683	7498
167	687	7494
168	691	7488
169	695	7484
170	699	7477
171	703	7472
172	707	7470
173	711	7466
174	715	7464
175	720	7462
176	724	7461
177	728	7457
178	732	7453
179	736	7448
180	740	7445
181	744	7441
182	749	7436
183	753	7434
184	757	7435
185	762	7435
186	766	7433
187	771	7432
188	775	7431
189	780	7430
190	784	7427
191	788	7424
192	792	7422
193	796	7417
194	801	7414
195	805	7417
196	809	7412
197	814	7410
198	818	7407
199	822	7403
200	826	7399
201	830	7395
202	835	7392
203	839	7388
204	843	7388
205	848	7385
206	852	7383
207	856	7380
208	861	7378
209	865	7375
210	869	7370
211	873	7368
212	877	7363
213	881	7360
214	886	7363
215	891	7366
216	897	7373
217	902	7377
218	908	7384
219	913	7387
220	918	7391
221	923	7398
222	929	7405
223	934	7407
224	939	7410
225	944	7413
226	949	7418
227	954	7418
228	959	7419
229	964	7419
230	968	7418
231	973	7421
232	978	7421
233	982	7417
234	987	7418
235	992	7418
236	997	7418
237	1002	7421
238	1007	7421
239	1011	7421
240	1016	7421
241	1021	7418
242	1026	7419
243	1030	7418
244	1035	7420
245	1040	7417
246	1045	7421
247	1050	7424
248	1055	7423
249	1060	7422
250	1065	7421
251	1069	7418
252	1073	7415
253	1078	7413
254	1083	7412
255	1087	7411
256	1092	7409
257	1096	7405
258	1101	7403
259	1105	7399
260	1109	7395
261	1114	7391
262	1118	7387
263	1123	7384
264	1127	7379
265	1131	7376
266	1135	7372
267	1140	7367
268	1144	7362
269	1148	7357
270	1152	7355
271	1156	7350
272	1161	7344
273	1165	7339
274	1169	7334
275	1173	7330
276	1177	7325
277	1181	7321
278	1185	7315
279	1189	7309
280	1194	7304
281	1198	7299
282	1202	7295
283	1206	7289
284	1210	7285
285	1214	7280
286	1218	7275
287	1222	7269
288	1227	7265
289	1231	7260
290	1235	7256
291	1240	7254
292	1244	7251
293	1249	7249
294	1253	7245
295	1258	7242
296	1262	7239
297	1267	7238
298	1272	7237
299	1276	7234
300	1281	7233
301	1286	7231
302	1290	7226
303	1295	7226
304	1299	7224
305	1304	7223
306	1309	7221
307	1313	7218
308	1318	7214
309	1322	7211
310	1327	7211
311	1332	7208
312	1336	7202
313	1340	7197
314	1344	7192
315	1348	7187
316	1352	7182
317	1356	7176
318	1361	7172
319	1365	7168
320	1369	7164
321	1374	7160
322	1378	7157
323	1382	7152
324	1386	7148
325	1391	7146
326	1396	7144
327	1401	7145
328	1407	7147
329	1411	7144
330	1416	7141
331	1420	7138
332	1425	7135
333	1430	7133
334	1434	7131
335	1440	7136
336	1446	7135
337	1450	7131
338	1455	7130
339	1460	7129
340	1466	7132
341	1472	7136
342	1477	7135
343	1482	7136
344	1488	7139
345	1493	7139
346	1498	7140
347	1504	7144
348	1510	7144
349	1515	7144
350	1520	7141
351	1525	7144
352	1531	7144
353	1537	7147
354	1542	7147
355	1547	7146
356	1552	7145
357	1559	7150
358	1565	7153
359	1571	7158
360	1575	7155
361	1581	7154
362	1586	7152
363	1592	7158
364	1597	7157
365	1602	7155
366	1607	7153
367	1612	7153
368	1617	7151
369	1622	7147
370	1627	7145
371	1632	7144
372	1637	7142
373	1642	7140
374	1647	7138
375	1651	7134
376	1656	7133
377	1662	7132
378	1667	7129
379	1671	7125
380	1676	7122
381	1680	7119
382	1685	7117
383	1690	7114
384	1695	7112
385	1700	7109
386	1705	7106
387	1709	7103
388	1714	7099
389	1718	7095
390	1723	7091
391	1727	7088
392	1733	7086
