iter	RMSE
0	0.3885765584
1	0.3762224303
2	0.3648915075
3	0.3528075882
4	0.3424267184
5	0.3316451293
6	0.3209929018
7	0.3113894839
8	0.3025362139
9	0.2935520737
10	0.285640741
11	0.279046192
12	0.2717386066
13	0.2653844997
14	0.2588866095
15	0.2529612409
16	0.2475050197
17	0.2414320656
18	0.2366101258
19	0.2308619849
20	0.2261519169
21	0.2213664489
22	0.2173620367
23	0.2133091789
24	0.2090551867
25	0.2052717733
26	0.2015729314
27	0.1977809075
28	0.1940302913
29	0.1906489318
30	0.1873644685
31	0.1847453993
32	0.1818382489
33	0.178719352
34	0.1760029411
35	0.1734022388
36	0.1709543136
37	0.1683881864
38	0.1660221069
39	0.1639367388
40	0.1619770558
41	0.1600036148
42	0.1582808341
43	0.1564542116
44	0.1547642862
45	0.1530162874
46	0.1515751337
47	0.1500435229
48	0.1483965946
49	0.147046619
50	0.1456596121
51	0.1443434088
52	0.1431039596
53	0.1417408338
54	0.1404498864
55	0.1391802183
56	0.1381114068
57	0.1372038437
58	0.1360959604
59	0.1351653542
60	0.1342504744
61	0.1331287853
62	0.132412986
63	0.1316449266
64	0.1309377537
65	0.1302217105
66	0.1294307457
67	0.1286000311
68	0.1280029986
69	0.1271729282
70	0.1263850643
71	0.1255559144
72	0.124853418
73	0.1242985956
74	0.1237589778
75	0.1230161727
76	0.1222720585
77	0.1214373791
78	0.1208177077
79	0.1202258472
80	0.1197852111
81	0.1192245982
82	0.1187227332
83	0.1181769777
84	0.1178015704
85	0.1173800096
86	0.1168477376
87	0.1164186761
88	0.1158565731
89	0.1154578576
90	0.1150798412
91	0.1147316224
92	0.1143163283
93	0.1138738471
94	0.1134299168
95	0.1130346444
96	0.1126117974
97	0.1121697037
98	0.1117097221
99	0.111436462
100	0.1110871081
101	0.1107458739
102	0.1103766792
103	0.1100545069
104	0.1097995196
105	0.1094070198
106	0.1090067447
107	0.1086747808
108	0.1081336863
109	0.1079121458
110	0.1076755933
111	0.1073387585
112	0.1070330635
113	0.1067434907
114	0.1064761644
115	0.1061769882
116	0.1057733902
117	0.1055573672
118	0.1053711557
119	0.1050681779
120	0.1046942069
121	0.1043205947
122	0.1039537585
123	0.1036823768
124	0.1035499518
125	0.10331108
126	0.1030695133
127	0.1027679336
128	0.1025466487
129	0.1023278878
130	0.1020337424
131	0.1019458599
132	0.1017817532
133	0.101530746
134	0.1013026484
135	0.101068646
136	0.1008657076
137	0.1004706196
138	0.1002200487
139	0.1000764559
140	0.09983794799
141	0.09953511345
142	0.09928806253
143	0.09914899222
144	0.09895948727
145	0.09882598908
146	0.0987179991
147	0.09843298267
148	0.09820218943
149	0.09797510811
150	0.09776656535
151	0.09750593578
152	0.09728898218
153	0.09704345997
154	0.09682251916
155	0.09660508803
156	0.09637458329
157	0.0961079678
158	0.09597109967
159	0.09593244172
160	0.09572829586
161	0.09555211266
162	0.09547241437
163	0.09542045761
164	0.09526539917
165	0.09508986942
166	0.09505876474
167	0.09487090578
168	0.09483882361
169	0.094490987
170	0.09431873175
171	0.09421630471
172	0.09406216638
173	0.09380335759
174	0.09355652596
175	0.0933200718
176	0.09312515758
177	0.09286478203
178	0.09284014933
179	0.09272734662
180	0.09253934078
181	0.09241343889
182	0.09222170657
183	0.09205002147
184	0.09187230947
185	0.09174670893
186	0.09157177303
187	0.091512017
188	0.09142773665
189	0.09117977724
190	0.09102770387
191	0.09089181637
192	0.09073324028
193	0.09061070895
194	0.09019319422
195	0.08999605713
196	0.08974067567
197	0.08970287881
198	0.08950866813
199	0.08941071533
200	0.0892139264
201	0.08904139888
202	0.08886411053
203	0.08857406928
204	0.0882218173
205	0.08802088823
206	0.08774545596
207	0.08757608525
208	0.08745390533
209	0.08731539394
210	0.08703703728
211	0.08698614958
212	0.08684660544
213	0.0865937257
214	0.08646629275
215	0.08629569799
216	0.08611624964
217	0.08585326119
218	0.08573494075
219	0.08558628862
220	0.08543695434
221	0.08531401122
222	0.08519510043
223	0.08505759404
224	0.08491019368
225	0.08480622268
226	0.08454251164
227	0.08447847499
228	0.08434487017
229	0.08416109036
230	0.08412928329
231	0.08394682807
232	0.08383353178
233	0.0836687862
234	0.08363025191
235	0.08349444105
236	0.08347628398
237	0.08330596329
238	0.08310326281
239	0.08307931808
240	0.08306450681
241	0.08293778086
242	0.08266660186
243	0.08251579488
244	0.08228163182
245	0.0820963651
246	0.0819533979
247	0.08170830849
248	0.08153955688
249	0.08138256682
250	0.08129995126
251	0.08116816186
252	0.08100751774
253	0.08080209361
254	0.08060439104
255	0.08051699087
256	0.08041123398
257	0.08020441883
258	0.0800014313
259	0.07982480532
260	0.07962900632
261	0.07948730915
262	0.07932245577
263	0.07915408395
264	0.07897962185
265	0.07883631248
266	0.07867746122
267	0.07852000415
268	0.07838368656
269	0.07826661909
270	0.07817803888
271	0.07815478432
272	0.07805045948
273	0.07789971832
274	0.07788413338
275	0.07786360093
276	0.07774788455
277	0.07746477103
278	0.07744467138
279	0.07720169775
280	0.07718383389
281	0.07703213007
282	0.07697913921
283	0.07696037962
284	0.07686253241
285	0.07671798509
286	0.07654648073
287	0.07643683073
288	0.0763532098
289	0.07610727691
290	0.0759748876
291	0.0759563501
292	0.07570286411
293	0.07556161248
294	0.07546000533
295	0.07530075172
296	0.07511697023
297	0.0750086877
298	0.07484599832
299	0.07466442878
300	0.07464999746
301	0.07463646169
302	0.07433762935
303	0.07432599393
304	0.07431156162
305	0.07408070694
306	0.0739257332
307	0.07378304868
308	0.07365379842
309	0.07349364446
310	0.07340910534
311	0.0732824143
312	0.07315338564
313	0.07294810813
314	0.0728204639
315	0.07265406123
316	0.07254518789
317	0.07232154883
318	0.07224062052
319	0.07207780095
320	0.07186292211
321	0.07175842424
322	0.07159713018
323	0.07141075162
324	0.07127505503
325	0.07105640572
326	0.07090912572
327	0.07078719954
328	0.07067330886
329	0.07059047409
330	0.07042206853
331	0.0702978377
332	0.07014371438
333	0.07006390894
334	0.06992750724
335	0.06979917691
336	0.06971828797
337	0.06954543626
338	0.06937384311
339	0.06922992442
340	0.06914273246
341	0.06913482948
342	0.06904725593
343	0.06889808965
344	0.06874382823
345	0.06862743738
346	0.06847584959
347	0.06836989028
348	0.06820538013
349	0.06804203888
350	0.06796353566
351	0.0678530674
352	0.06776870334
353	0.06763172605
354	0.06752181914
355	0.06746390819
356	0.06731574683
357	0.06721945883
358	0.06703071474
359	0.06687328617
360	0.06680705092
361	0.06669529515
362	0.06660583677
363	0.06646163704
364	0.06645292419
365	0.06630954408
366	0.066239048
367	0.06610551012
368	0.06603688025
369	0.06595545333
370	0.06587686735
371	0.06586851456
372	0.06575768972
373	0.06575011928
374	0.06560759381
375	0.06553762112
376	0.06536314426
377	0.06534838063
378	0.06525848482
379	0.06509590895
380	0.06499842167
381	0.06483893685
382	0.06473225994
383	0.064585434
384	0.06457868256
385	0.06447609502
386	0.06432845849
387	0.06418263292
388	0.06409379204
389	0.0639254794
390	0.06381706291
391	0.06370533266
392	0.06358921248
393	0.063457078
394	0.06339795526
395	0.06333191934
396	0.06323002878
397	0.06319240603
398	0.06306921332
399	0.06296874813
400	0.06288774199
401	0.06277181854
402	0.06266461253
403	0.06255694596
404	0.06244113243
405	0.06243260875
406	0.06242557041
407	0.06236345542
408	0.06224426237
409	0.0621901705
410	0.06203712622
411	0.0619501246
412	0.06194461353
413	0.06182566007
414	0.06168451364
415	0.06165931302
416	0.06155257869
417	0.06143218696
418	0.06136325265
419	0.0612045154
420	0.0611912432
421	0.06111448287
422	0.06101200591
423	0.06090659686
424	0.0609003255
425	0.06080223642
426	0.0606912105
427	0.06055114111
428	0.06046680982
429	0.06036164293
430	0.06029367369
431	0.06020060681
432	0.06007660555
433	0.06002387945
434	0.0599244031
435	0.05981334942
436	0.05967052599
437	0.05956046421
438	0.05955560412
439	0.05939722633
440	0.05932422081
441	0.05923373724
442	0.05914570274
443	0.05899913462
444	0.05898131631
445	0.05881884856
446	0.05879049386
447	0.05872417528
448	0.05871151667
449	0.05870181679
450	0.0585717396
451	0.05843541942
452	0.0583226878
453	0.05821623929
454	0.05813482008
455	0.05800038503
456	0.05795529098
457	0.05785499887
458	0.05776148259
459	0.05765848075
460	0.05757250391
461	0.05751133733
462	0.05736126443
463	0.05725358962
464	0.05719577616
465	0.05714311114
466	0.05701113719
467	0.05695361597
468	0.05682697232
469	0.05673918916
470	0.05661775786
471	0.05654049511
472	0.05645113859
473	0.05633924731
474	0.05626743313
475	0.05621243886
476	0.05612694242
477	0.05603206478
478	0.05591911184
479	0.05582161708
480	0.05571660887
481	0.05559875233
482	0.05547662832
483	0.05534732173
484	0.0552487025
485	0.0551449633
486	0.05510082835
487	0.05500917987
488	0.05492611047
489	0.05484619672
490	0.05477188155
491	0.05468847705
492	0.05460377766
493	0.05458556076
494	0.05442997009
495	0.05431458992
496	0.05429940375
497	0.05420358502
498	0.05414280086
499	0.05412417201
