iter	RMSE
0	0.3856100978
1	0.3736990363
2	0.3617995392
3	0.3508117762
4	0.3397705976
5	0.3298256484
6	0.3200486396
7	0.3111167957
8	0.3020198978
9	0.2936750253
10	0.2851553842
11	0.2773819202
12	0.2708262212
13	0.2638022044
14	0.2572042067
15	0.2508997752
16	0.2444621046
17	0.2390972838
18	0.2330088466
19	0.2280577441
20	0.2229787945
21	0.2179751094
22	0.2126084014
23	0.2081410358
24	0.2043034092
25	0.2006465152
26	0.1970935499
27	0.1935827745
28	0.1903906899
29	0.1872380979
30	0.1839338746
31	0.1812594608
32	0.17849237
33	0.1758958564
34	0.173891038
35	0.1712005655
36	0.1687041982
37	0.1661686269
38	0.164031441
39	0.161829539
40	0.1598174802
41	0.1580451512
42	0.1562005485
43	0.1544150229
44	0.1526549852
45	0.1509056065
46	0.1489753096
47	0.1473915824
48	0.1458915079
49	0.1444015196
50	0.1430378179
51	0.141665653
52	0.1402239716
53	0.1389034486
54	0.1376224124
55	0.1366598886
56	0.1355391901
57	0.1346950231
58	0.1336875616
59	0.132751166
60	0.1319853222
61	0.1310782182
62	0.1302468926
63	0.1294665777
64	0.12843741
65	0.1275378969
66	0.126661496
67	0.1255945953
68	0.1249568585
69	0.1241448345
70	0.1234250998
71	0.1227786722
72	0.1219608985
73	0.1213859719
74	0.1207467815
75	0.1201034636
76	0.1197310248
77	0.119205359
78	0.1186689058
79	0.1180162027
80	0.1172873496
81	0.1167824565
82	0.1162329082
83	0.1157009581
84	0.115096151
85	0.1146220869
86	0.1142233843
87	0.113788158
88	0.1134219643
89	0.1129093365
90	0.1124814734
91	0.1122481004
92	0.111734773
93	0.1113577937
94	0.1108004193
95	0.1105146262
96	0.110234656
97	0.1096815665
98	0.1091383118
99	0.1087777053
100	0.1085568042
101	0.1081190955
102	0.1079752871
103	0.1077347004
104	0.1073457312
105	0.1068306188
106	0.1066550968
107	0.1063197314
108	0.1059385301
109	0.1055733702
110	0.1051548363
111	0.1047790694
112	0.1043899984
113	0.1040442316
114	0.1037777146
115	0.1033609444
116	0.1030537767
117	0.1026300992
118	0.1023098385
119	0.1020766847
120	0.1018812637
121	0.1016956137
122	0.1014344353
123	0.1011513594
124	0.1007642607
125	0.1006325932
126	0.1001876681
127	0.09994589536
128	0.09959566314
129	0.09931700631
130	0.09910989989
131	0.09883077327
132	0.09871367734
133	0.09841495034
134	0.09815335551
135	0.09791224444
136	0.09765055317
137	0.09746158588
138	0.09743160866
139	0.09717118583
140	0.09696752826
141	0.09676155127
142	0.09644406104
143	0.09634066326
144	0.09619089108
145	0.09597492686
146	0.09578427695
147	0.09557030941
148	0.09532082622
149	0.09500683669
150	0.09484488398
151	0.09466882593
152	0.09453453082
153	0.09434630373
154	0.09420488514
155	0.0941257786
156	0.0940616281
157	0.09396129389
158	0.0937400679
159	0.09369100836
160	0.09336281254
161	0.09325822473
162	0.09310181725
163	0.09283586666
164	0.09254198543
165	0.09233854929
166	0.09210339046
167	0.09193516086
168	0.0917795559
169	0.09138344038
170	0.09120797456
171	0.09094440572
172	0.09071356211
173	0.09052901633
174	0.09040926916
175	0.09017760654
176	0.08994989527
177	0.08969036839
178	0.08948566219
179	0.08936084349
180	0.08900941257
181	0.08863499383
182	0.08834459345
183	0.08827250007
184	0.08815703547
185	0.08789845933
186	0.08770538588
187	0.08761885864
188	0.08735280063
189	0.08719022751
190	0.08708353497
191	0.08683737733
192	0.08663132532
193	0.08639394183
194	0.0862462416
